Original File,Recovered File,Size (bytes),SHA256 Hash,Recovery Time,Status
note.txt.deleted,note.txt,23,21bb3c14b3158423225f0d9ad3434bd8595709cc0ad2dcfca7fb2df8cf3f0f16,2026-09-24 11:51:01,Recovered
